A_COMMENTS,CAPTION,CARDINALITY,CREATION_DATE,HINT,LAST_UPDATE,RELATION,SOURCE_CLASS,SOURCE_CLASS_CAPTION,TARGET_CLASS
The indicator type defined for the ascendant compliance control set. Indicator types relevant for compliance control sets are configured in EA_MM in the Evaluations and Portfolios functionality in the Configuration module.,Compliance Indicator Type,1/N,12/15/2021 15:39,The indicator type defined for the ascendant compliance control set.,6/26/2024 12:59,IndicatorType,ComplianceControl,Compliance Control,IndicatorType
The indicator type that the recommendation is related to. This is applicable for records with type 'Indicator'.,Indicator Type,1/N,12/15/2021 15:39,The indicator type that the recommendation is related to. This is applicable for records with type 'Indicator'.,6/26/2024 12:59,INDTYPE,ALFA_CLUSTERING_RECOMMENDATION,Clustering Recommendation,IndicatorType
The indicator type used to evaluate compliance or non-compliance of the controls in the compliance control set. The indicator type is configured in EA_MM in the Evaluations and Portfolios functionality in the Configuration module.,Indicator Type,1/N,12/15/2021 15:39,The indicator type used to evaluate compliance or non-compliance of the controls in the compliance control set.,6/26/2024 12:59,IndicatorType,ComplianceControlSet,Compliance Control Set,IndicatorType
The indicator types assigned to the evaluation type. Indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.,Indicator Types,N/1,12/15/2021 15:39,The indicator types assigned to the evaluation type.,6/26/2024 12:59,Indicators,EvaluationType,Evaluation Type,IndicatorType
The indicator types that are computed by the computation rule.,Indicator Types,N/N,12/15/2021 15:39,The indicator types that are computed by the computation rule.,6/26/2024 12:59,IndicatorTypes,IndicatorTypeComputationRule,Computation Rule,IndicatorType
The information flow or platform information flow this deployment information flow deploys.,Deployed (Platform) Information Flow,1/N,12/15/2021 15:39,The information flow or platform information flow this deployment information flow deploys.,6/26/2024 12:59,Object,DeploymentInformationFlow,Deployment Information Flow,InformationFlow
The information flow or platform information flow this deployment information flow deploys.,Deployed (Platform) Information Flow,1/N,12/15/2021 15:39,The information flow or platform information flow this deployment information flow deploys.,6/26/2024 12:59,Object,DeploymentInformationFlow,Deployment Information Flow,PlatformInformationFlow
The information flow or solution information flow that the class IFTargetService describes.,Information Flow,1/1,12/15/2021 15:39,The information flow or solution information flow that the class IFTargetService describes.,6/26/2024 12:59,InformationFlow,IFTargetService,Targeted Business Service,SolutionInformationFlow
The information flow or solution information flow that the class IFTargetService describes.,Information Flow,1/1,12/15/2021 15:39,The information flow or solution information flow that the class IFTargetService describes.,6/26/2024 12:59,InformationFlow,IFTargetService,Targeted Business Service,InformationFlow
The information flow or solution information flow that the interface system references.,Information Flow,1/N,12/15/2021 15:39,The information flow or solution information flow that the interface system references.,6/26/2024 12:59,InformationFlow,InterfaceSystem,Interface System,SolutionInformationFlow
The information flow or solution information flow that the interface system references.,Information Flow,1/N,12/15/2021 15:39,The information flow or solution information flow that the interface system references.,6/26/2024 12:59,InformationFlow,InterfaceSystem,Interface System,InformationFlow
The information flow that the proposed information flow will replace.,Replaced Information Flow,1/N,12/15/2021 15:39,The information flow that the proposed information flow will replace.,6/26/2024 12:59,ReplacedObject,ProposedInformationFlow,Proposed Information Flow,InformationFlow
The information flow that the solution information flow is based on.,Base Information Flow,1/N,12/15/2021 15:39,The information flow that the solution information flow is based on.,6/26/2024 12:59,Base,SolutionInformationFlow,Solution Information Flow,InformationFlow
The input values for the business function operation. These are the values necessary to interface with the incoming service call.,Parameters,N/N,12/15/2021 15:39,The input values for the business function operation. These are the values necessary to interface with the incoming service call.,6/26/2024 12:59,Parameters,Operation,Business Function Operation,OperationParameter
The integration connection that the integration connection usage is based on.,Integration Connection,1/N,12/15/2021 15:39,The integration connection that the integration connection usage is based on.,6/26/2024 12:59,Connection,IntegrationConnectionUsage,Integration Connection Usage,IntegrationConnection
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,SolutionLocalComponent
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,Component
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,InterfaceSystem
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,SolutionApplication
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,LocalComponent
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,SolutionComponent
The interface system that is specified to preceed the current interface system in the sequence.,Predecessor,1/N,12/15/2021 15:39,The interface system that is specified to precede the current interface system in the sequence.,6/26/2024 12:59,Predecessor,InterfaceSystem,Interface System,Application
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,SolutionLocalComponent
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,LocalComponent
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,SolutionApplication
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,Component
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,InterfaceSystem
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,Application
The interface system that is specified to succeed the current interface system in the sequence.,Successor,1/N,12/15/2021 15:39,The interface system that is specified to succeed the current interface system in the sequence.,6/26/2024 12:59,Successor,InterfaceSystem,Interface System,SolutionComponent
The issue referenced by the demand or feature. The issue that the demand or feature is derived from.,Issue,1/N,12/15/2021 15:39,The issue referenced by the demand or feature. The issue that the demand or feature is derived from.,6/26/2024 12:59,Issue,DemandFeatureIssue,Demand or Feature Issue Association,Issue
The issue that the associated architecture element references.,Issue,1/N,12/15/2021 15:39,The issue that the associated architecture element references.,6/26/2024 12:59,Issue,IssueAssoc,Issue Association,Issue
The issues associated with the issue.,Associated Issues,N/N,12/15/2021 15:39,The issues associated with the issue.,6/26/2024 12:59,AssociatedIssues,Issue,Issue,Issue
The issues referenced by the questionnaire indicator.,Object Issues,N/N,12/15/2021 15:39,The issues referenced by the questionnaire indicator.,6/26/2024 12:59,ObjectIssues,QuestionaryIndicator,Questionnaire Indicator,Issue
The IT capabilities that have been disabled in the technology support map.,Disabled IT Capabilities,N/N,12/15/2021 15:39,The IT capabilities that have been disabled in the technology support map.,6/26/2024 12:59,DisabledCaps,ITCapabilityMap,Technology Support Map,ITCapability
The IT capability that is supported by a technology.,IT Capability,1/N,12/15/2021 15:39,The IT capability that is supported by a technology.,6/26/2024 12:59,Capability,ITCapUsage,IT Capability Usage,ITCapability
The IT strategy in which the strategic business support is defined.,IT Strategy,1/N,12/15/2021 15:39,The IT strategy in which the strategic business support is defined.,6/26/2024 12:59,ITStrategy,StrategicBusinessSupport,Strategic Business Support,ITStrategy
The IT strategy maps grouped by the IT strategy map folder.,IT Strategy Maps,N/1,12/15/2021 15:39,The IT strategy maps grouped by the IT strategy map folder.,6/26/2024 12:59,Maps,ITStrategyMapFolder,IT Strategy Folder,ITStrategyMap
The IT strategy that the IT strategy folder is defined for.,IT Strategy,1/N,12/15/2021 15:39,The IT strategy that the IT strategy folder is defined for.,6/26/2024 12:59,ITStrategy,ITStrategyMapFolder,IT Strategy Folder,ITStrategy
The IT strategy that the IT strategy map is defined for.,IT Strategy,1/N,12/15/2021 15:39,The IT strategy that the IT strategy map is defined for.,6/26/2024 12:59,ITStrategy,ITStrategyMap,IT Strategy Map,ITStrategy
The jobs that the current job is dependent on.,Dependency,N/N,12/15/2021 15:39,The jobs that the current job is dependent on.,6/26/2024 12:59,Dependency,ALFA_JOB_SCHEDULE,EA_MM Job Schedule,ALFA_JOB_SCHEDULE
